Unnamed: 0,member_id,sku_id,num
576,10178,2772,1
577,10178,783,1
578,9087,2474,1
579,9087,5197,1
580,378,5435,1
581,378,5476,1
582,365,5068,1
583,10218,5133,1
584,10218,5623,1
585,10613,4443,1
586,10613,2028,1
587,10291,935,1
588,294,5898,1
589,484,5212,1
590,1530,5475,1
591,397,4971,1
592,7659,5448,1
593,7659,5274,1
594,7659,2463,1
595,351,5476,1
596,402,5961,1
597,10466,785,1
598,10243,5115,1
599,10243,5089,1
600,10649,1626,1
601,10649,4063,1
602,10243,1614,1
603,10243,5650,1
604,10218,5951,1
605,10653,5444,1
606,10653,5918,1
607,9671,5812,1
608,9671,4655,1
609,351,5357,1
610,6078,5125,1
611,9938,2874,1
612,5885,3370,1
613,5885,4268,1
614,5885,5549,1
615,5885,5247,1
616,3727,5804,1
617,1174,5445,1
618,1174,5637,1
619,1174,5223,1
620,1174,5067,1
621,10664,5652,1
622,10676,5028,1
623,10681,5482,1
624,10681,4972,1
625,10681,5244,1
626,10682,5919,1
627,10701,5834,1
628,10701,3131,1
629,10701,5726,1
630,10701,5326,1
631,351,4215,1
632,10120,933,1
633,10120,5274,1
634,10120,4315,1
635,3124,5531,1
636,3124,5532,1
637,10719,5808,1
638,10240,1613,1
639,10240,4061,1
640,10240,5377,1
641,10727,898,1
642,10743,2044,1
643,10743,4656,1
644,10756,5028,1
645,10760,5915,1
646,10760,5136,1
647,1591,5497,1
648,400,5070,1
649,10415,5125,1
650,10415,5213,1
651,9465,3360,1
652,10763,898,1
653,10763,2871,1
654,10763,2045,1
655,10768,5922,1
656,10768,5028,1
657,10767,5873,1
658,10767,5483,1
659,500,5525,1
660,10770,5472,1
661,369,5197,1
662,369,5813,1
663,10775,1126,1
664,10775,2621,1
665,371,3428,1
666,371,5623,1
667,10784,5554,1
668,10784,5951,1
669,10782,5069,2
670,10782,2626,1
671,10782,5447,1
672,10782,2621,1
673,10782,782,1
674,10793,5640,1
676,10796,5447,1
677,10796,5246,1
678,10795,4118,1
679,10793,5377,1
680,10799,2474,1
681,6850,5776,1
682,396,4276,1
683,396,5470,1
684,366,5626,1
685,293,5405,1
686,396,5685,1
687,396,5354,1
688,1591,5324,1
689,414,5948,1
690,414,5551,1
691,423,1943,1
692,10827,898,1
693,10826,899,1
694,414,5918,1
695,378,742,1
696,378,2087,1
697,10800,5684,1
698,10834,4748,1
699,10834,5024,1
700,455,1240,1
701,10550,3495,1
702,10550,4633,1
703,10837,5835,1
704,10837,5325,1
705,10836,5410,1
706,10836,5476,1
707,10836,5609,1
708,10836,5326,1
709,10836,5534,1
710,10852,5651,1
711,10852,5910,1
712,489,5089,2
713,489,5920,1
714,1430,899,1
715,1430,1625,1
717,9724,5133,1
718,9724,5214,1
719,10855,2756,1
720,10855,1606,1
721,10869,1074,1
722,10869,900,1
723,10869,1958,1
724,10869,4915,1
725,10881,1350,1
726,10881,5478,1
727,354,1864,1
728,354,3686,1
729,354,1087,1
730,10886,5647,1
731,10886,5949,1
732,10912,5174,1
733,10913,836,1
734,10913,5726,1
735,10913,5647,1
736,10912,5448,1
737,10913,5893,1
738,10913,5474,1
739,10911,5197,1
740,10911,5447,1
741,10914,1238,1
742,9875,5025,1
743,10914,762,1
744,10911,5399,1
745,10925,5652,1
746,10925,5125,1
747,10923,5089,1
748,10923,5896,1
749,406,5893,1
750,10930,5123,1
751,10930,5476,1
752,1509,900,1
753,10243,5688,1
754,10946,5125,1
755,10946,5497,1
756,10946,5098,1
757,10946,5534,1
758,1511,2599,1
759,10945,5357,1
760,10945,5464,1
761,9608,5027,1
762,9608,806,1
763,9608,5463,1
764,9608,844,1
765,9608,5132,1
766,9608,5628,1
767,9608,5471,1
768,9865,2750,1
769,9865,1615,1
770,10955,5652,1
771,10955,5231,1
772,10957,5803,1
773,10957,5028,1
774,10959,5097,1
775,10959,4924,1
776,381,5154,1
777,10960,2611,1
778,10960,3575,1
779,448,5726,1
780,1727,2282,1
781,1727,1468,1
782,10794,5447,1
783,10794,4060,1
784,10031,2027,1
785,10031,741,1
786,10031,5639,1
787,10977,1074,1
788,440,2087,1
789,440,2093,1
790,440,4175,1
791,440,5920,1
792,3872,5918,1
793,10750,5556,1
794,10964,4444,1
795,10993,5636,1
796,10993,5468,1
797,10993,5725,1
798,10995,5095,1
799,10995,5804,1
800,10995,5840,1
801,11001,5628,1
802,11001,5471,1
803,11001,955,1
804,9290,5550,1
805,11017,5921,1
806,11017,5555,1
807,11014,5922,1
808,11014,5174,1
809,11014,5070,1
810,11014,3967,1
811,11014,5279,1
812,11016,5952,1
813,9290,2870,1
814,11026,5124,1
815,11026,4971,1
816,11025,5025,1
817,11025,5684,1
818,11029,5377,1
819,11029,2470,1
820,11029,936,1
821,11029,2586,1
822,11029,5151,1
823,11029,5472,1
824,400,5721,1
825,11032,1872,1
826,10052,934,1
827,4973,5919,1
828,11018,5377,1
829,11018,5472,1
830,4973,5151,1
831,11039,5611,1
832,11039,5549,1
833,11039,5274,1
834,11041,5628,1
835,11043,5070,1
836,11043,5807,1
837,11043,5686,1
838,864,5549,1
839,864,5652,1
840,433,5124,1
841,11053,5905,1
842,11053,5135,1
843,10951,3841,1
844,10951,4444,1
845,10951,5213,1
846,10951,5534,1
847,9731,5356,1
848,388,2643,1
849,11060,4442,1
850,11060,5357,1
851,11071,5125,1
852,10911,5397,1
853,1399,1511,1
854,1399,5625,1
855,1399,5131,1
856,1399,5648,1
857,1558,5124,1
858,1558,5327,1
859,11097,5320,1
860,698,5647,1
861,372,5434,1
862,11105,3429,1
863,11105,1807,1
864,10109,5685,1
865,10109,5276,1
866,388,5724,1
867,697,2037,1
868,697,5947,1
869,1270,5209,1
870,1270,5210,1
871,10766,1980,1
872,11125,5028,1
873,11125,5555,1
874,11125,5274,1
875,11125,5687,1
876,11125,5111,1
877,11125,1537,1
878,10864,5730,1
879,10947,2474,1
880,816,5476,1
881,11138,5355,1
882,11138,5469,1
883,10766,2503,1
884,10766,834,1
885,10766,5445,1
886,10983,5211,1
887,11152,5686,1
888,11152,5897,1
889,11152,5069,1
890,11158,4446,1
891,11158,5135,1
892,11158,5407,1
893,11153,5224,1
894,686,5921,1
895,686,5897,1
896,388,5729,1
897,484,5125,1
898,11180,5625,1
899,11180,5135,1
900,10846,4712,1
901,6110,2028,1
902,6110,5533,1
903,9829,5683,1
904,9829,5213,1
905,9829,5808,1
906,9468,4119,1
907,11238,5649,1
908,11238,5464,1
909,11238,5726,1
910,11238,5407,1
911,11238,5424,1
912,11237,5354,1
913,11237,5919,1
914,11132,5357,1
915,11132,5472,1
916,10750,5443,1
917,10750,5444,1
918,10750,5551,1
919,10750,5552,1
920,11251,4905,1
921,8723,5921,1
922,8723,5952,1
923,1270,5894,1
924,1270,1615,1
925,10872,4922,1
926,11248,5649,1
927,11256,1426,1
928,11256,1306,1
929,11256,915,1
930,11256,3967,1
931,10480,5214,1
932,11264,4444,1
933,10480,5611,1
934,10109,5687,1
935,10109,5808,1
936,11272,5757,1
937,11272,5312,1
938,9823,5651,1
939,9823,934,1
940,9823,5534,1
941,1014,5627,1
942,1014,5947,1
943,11279,5377,1
944,3288,5843,1
945,3288,5447,1
946,3288,5196,1
947,3288,5534,1
948,3288,5136,1
949,11279,5111,1
950,11279,5688,1
951,11278,5377,1
952,11278,5472,1
953,11275,5377,1
954,11275,5028,1
955,11284,2035,1
956,11284,5095,1
957,11284,5210,1
958,11197,940,1
959,11197,2045,1
960,11293,5921,1
961,11293,5814,1
962,11293,5687,1
963,11293,3130,1
964,11293,5136,1
965,11287,5898,1
966,11287,1612,1
967,11282,1603,1
968,11282,1126,1
969,11282,2747,1
970,11284,5131,1
971,11149,5123,1
972,11149,5715,1
973,11149,5620,1
974,11149,4969,1
975,11299,5444,1
976,11299,5552,1
977,9662,5379,1
978,11309,1137,1
979,11309,1432,1
980,11309,4924,1
981,11309,2078,1
982,11311,5652,1
983,11311,2502,1
984,11311,1307,1
985,11312,4060,1
986,11312,2469,1
987,1014,1127,1
988,10671,5626,1
989,560,4971,1
990,560,5070,1
991,560,5424,1
992,1914,5833,1
993,1914,5210,1
994,1914,5546,1
995,11331,5025,1
996,11337,5811,1
997,11337,2645,1
998,2776,3814,1
999,11345,897,1
1000,377,5223,1
1001,377,5920,1
1002,11365,5555,1
1003,11365,5909,1
1004,11365,5111,1
1005,11365,5136,1
1006,11297,2468,1
1007,11297,2472,1
1008,11364,5109,1
1009,11364,5275,1
1010,11379,3492,1
1011,11374,3211,1
1012,4973,5214,1
1013,4973,5466,1
1014,11374,5377,1
1015,11385,897,1
1016,11392,3371,1
1017,11392,1613,1
1018,11400,1623,1
1019,11400,5898,1
1020,11400,2620,1
1021,11403,1765,1
1022,11403,2409,1
1023,11406,5462,1
1024,8723,5281,1
1025,11407,5497,1
1026,11407,5098,1
1027,1331,5377,1
1028,1331,651,1
1029,11407,977,1
1030,11409,933,1
1031,11412,5377,1
1032,11412,5214,1
1033,11409,4315,1
1034,969,5274,1
1035,969,5863,1
1036,969,5866,1
1037,969,5276,1
1038,432,5465,1
1039,432,5844,1
1040,11418,5652,1
1041,9544,5895,1
1042,9544,936,1
1043,11424,1260,1
1044,11424,4061,1
1045,11424,5277,1
1046,11424,2622,1
1047,367,4915,1
1048,440,2213,1
1049,440,5276,1
1050,367,3948,1
1051,11429,5651,1
1052,11429,3131,1
1053,11431,2469,1
1054,11431,2956,1
1055,11431,5550,1
1056,11434,2620,1
1057,11434,4971,1
1058,11434,5028,1
1059,11442,2623,1
1060,11442,5552,1
1061,11444,5070,1
1062,11444,5555,1
1063,9938,5725,1
1064,11448,5897,1
1065,11448,5952,1
1066,4661,5220,1
1067,4661,627,1
1068,11455,5153,1
1069,4973,5652,1
1070,9875,5123,1
1071,518,4446,1
1072,11458,5608,1
1073,11462,5686,1
1074,11462,2778,1
1075,11462,5434,1
1076,11462,4445,1
1077,11462,4656,1
1078,11460,5626,1
1079,9595,4667,1
1080,10585,5722,1
1081,10587,5722,1
1082,10587,1155,1
1083,10587,5623,1
1084,10587,5465,1
1085,11472,833,1
1086,11472,5111,1
1087,11472,2044,1
1088,11472,3357,1
1089,11474,5730,1
1090,11474,5652,1
1091,1207,5604,1
1092,1084,5914,1
1093,10587,5837,1
1094,11483,4443,1
1095,381,5448,1
1096,11482,2797,1
1097,11482,4957,1
1098,11482,2046,1
1099,11482,5312,1
1100,10492,5069,1
1101,11489,5897,1
1102,11489,5212,1
1103,864,5096,1
1104,864,5463,1
1105,456,5131,1
1106,11496,5448,1
1107,11496,5611,1
1108,11499,1509,1
1109,11499,1431,1
1110,11499,1947,1
1111,11529,742,1
1112,11529,3617,1
1113,11529,1604,1
1114,11529,1613,1
1115,11529,2504,1
1116,686,5922,1
1117,686,5898,1
1118,11537,5471,1
1119,293,5267,1
1120,11544,1426,1
1121,11544,5124,1
1122,11542,5532,1
1123,11542,5408,1
1124,11546,5895,1
1125,11547,5843,1
1126,11548,5636,1
1127,11548,5433,1
1128,11548,5949,1
1129,402,5729,1
1130,402,3371,1
1131,402,1165,1
1132,11550,5218,1
1133,11550,5212,1
1134,1174,5444,1
1135,754,4012,1
1136,10553,5274,1
1137,10553,5213,1
1138,10553,5119,1
1139,1591,5532,1
1140,11557,5463,1
1141,10298,1537,1
1142,10298,4059,1
1143,432,3999,1
1144,432,2880,1
1145,11562,5898,1
1146,11561,4715,1
1147,567,2351,1
1148,4973,1623,1
1149,7659,5477,1
1150,7659,5813,1
1151,11569,3494,1
1152,10499,5623,1
1153,11572,5729,1
1154,11572,5197,1
1155,11564,5089,1
1156,9875,4713,1
1157,11579,5651,1
1158,11588,5026,1
1159,11588,742,1
1160,11588,2086,1
1161,11588,5807,1
1162,11595,5652,1
1163,11595,5897,1
1164,11596,5649,1
1165,11596,5609,1
1166,375,2468,1
1167,11601,2909,1
1168,375,762,1
1169,11606,5649,1
1170,11606,5228,1
1171,11606,3469,1
1172,11598,3547,1
1173,428,5652,1
1174,11598,5445,1
1175,11617,5906,1
1176,11617,5911,1
1177,11614,2089,1
1178,9832,5651,1
1179,9832,5226,1
1180,10225,4657,1
1181,1545,5410,1
1182,1545,5398,1
1183,11162,5553,1
1184,11162,5556,1
1185,11162,5910,1
1186,11162,5833,1
1187,11162,5722,1
1188,11162,5468,1
1189,11162,5725,1
1190,11162,5117,1
1191,11162,5837,1
1192,11162,5120,1
1193,11162,5424,1
1194,11598,5444,1
1195,9724,5212,1
1196,11643,5844,1
1197,11643,5534,1
1198,11645,5652,1
1199,11645,1623,1
1200,4966,5220,1
1201,11641,1003,1
1202,11641,3131,1
1203,11624,2870,1
1204,11624,4654,1
1205,10853,5465,1
1206,11443,5125,1
1207,11443,5357,1
1208,11672,1125,1
1209,11672,5894,1
1210,11672,5898,1
1211,11672,3661,1
1212,433,1957,1
1213,11678,934,1
1214,4810,1428,1
1215,4810,4919,1
1216,4810,2088,1
1217,4810,1200,1
1218,11679,3428,1
1219,11679,5214,1
1220,11047,1155,1
1221,11047,1069,1
1222,10284,5531,1
1223,10284,5436,1
1224,11687,2749,1
1225,11687,4656,1
1226,11691,5897,1
1227,11690,5222,1
1228,11690,5918,1
1229,11694,5355,1
1230,11694,5470,1
1231,11700,5843,1
1232,11700,5027,1
1233,11703,5025,1
1234,11703,5552,1
1235,768,5408,1
1236,11475,5844,1
1237,11475,5497,1
1238,768,5446,1
1239,11706,4657,1
1240,11705,935,1
1241,11717,5687,1
1242,11717,5804,1
1243,11717,5948,1
1244,11557,5462,1
1245,11716,5841,1
1246,11716,5095,1
1247,10677,5895,1
1248,10677,3899,1
1249,10677,5472,1
1250,518,4447,1
1251,9520,5813,1
1252,9520,5277,1
1253,11718,3804,1
1254,11718,5726,1
1255,11728,5165,1
1256,11728,5248,1
1257,11727,5465,1
1258,11727,5628,1
1259,11733,3430,1
1260,11733,5960,1
1261,9732,4053,1
1262,9732,5688,1
1263,11737,4278,1
1264,11737,1128,1
1265,11737,4428,1
1266,11729,5812,1
1267,11729,5547,1
1268,11729,4445,1
1269,686,1092,1
1270,686,955,1
1271,11749,2470,1
1272,11749,4427,1
1273,11761,4060,1
1274,11766,5964,1
1275,11766,5534,1
1276,396,5476,1
1277,11765,5110,1
1278,11765,5547,1
1279,375,5089,1
1280,375,5548,1
1281,375,5278,1
1282,375,4655,1
1283,402,5835,1
1284,8431,5464,1
1285,8431,5119,1
1286,11770,4972,1
1287,11770,2088,1
1288,11771,5533,1
1289,11771,5471,1
1290,440,5211,1
1291,440,2029,1
1292,11773,5354,1
1293,11773,5625,1
1294,11808,5435,1
1295,11808,5381,1
1296,10064,5027,1
1297,11811,5154,1
1298,11811,5664,1
1299,11605,5813,1
1300,11605,2502,1
1301,11605,5534,1
1302,1510,5650,1
1303,1510,5806,1
1304,419,5650,1
1305,1865,5476,1
1306,433,5921,1
1307,1865,5212,1
1308,1865,2071,1
1309,9731,5464,1
1310,10750,5951,1
1311,9829,725,1
1312,9829,1160,1
1313,9829,2779,1
1314,9829,2143,1
1315,11831,5109,1
1316,11831,5917,1
1317,11836,5623,1
1318,11836,5214,1
1319,11837,5110,1
1320,11837,2623,1
1321,1228,836,1
1322,1228,5325,1
1323,1228,1041,1
1324,11846,5649,1
1325,11846,5809,1
1326,11846,2307,1
1327,11846,5683,1
1328,11846,5431,1
1329,11846,5211,1
1330,11846,5917,1
1331,11847,5096,1
1332,11849,806,1
1333,11849,4445,1
1334,11850,5921,1
1335,9325,5716,1
1336,9325,5131,1
1337,9325,5212,1
1338,9325,5214,1
1339,2339,1157,1
1340,2339,5649,1
1341,11708,2470,1
1342,11708,5433,1
1343,1591,4968,1
1344,11867,5918,1
1345,11867,2779,1
1346,11293,5688,1
1347,11847,5125,1
1348,11847,955,1
1349,11873,2777,1
1350,11873,5610,1
1351,3288,5174,1
1352,11293,5534,1
1353,11855,5627,1
1354,11855,5726,1
1355,10987,5447,1
1356,10987,5623,1
1357,10987,4202,1
1358,10987,4314,1
1359,11882,5111,1
1360,11882,5118,1
1361,11814,5534,1
1362,11814,5027,1
1363,969,5154,1
1364,969,5150,1
1365,11442,5174,1
1366,11442,5651,1
1367,9351,1947,1
1368,11463,5407,1
1369,376,5919,1
1370,11897,5649,1
1371,11897,4747,1
1372,9561,5219,1
1373,11659,5611,1
1374,11659,5549,1
1375,558,5410,1
1376,558,5424,1
1377,11916,4268,1
1378,11916,2626,1
1379,11916,3372,1
1380,11916,953,1
1381,382,2501,1
1382,11916,1196,1
1383,438,5465,1
1384,11921,5623,1
1385,11921,5125,1
1386,11922,5638,1
1387,11922,5117,1
1388,11923,5212,2
1389,11923,5836,1
1390,11931,804,1
1391,11598,5111,1
1392,1591,5607,1
1393,11940,5729,1
1394,11940,5471,1
1395,1591,5462,1
